MetaboLightsID	ChEBIId	CompoundName	KEGGPathwaysMappings
MTBLC31923	CHEBI:31923	novobiocic acid	Novobiocin biosynthesis; Biosynthesis of antibiotics
MTBLC31968	CHEBI:31968	pelargonidin 3-O-rutinoside	Anthocyanin biosynthesis
MTBLC31969	CHEBI:31969	pelargonidin 3-O-rutinoside 5-O-beta-D-glucoside	Anthocyanin biosynthesis
MTBLC31985	CHEBI:31985	petunidin 3-O-beta-D-glucoside	Anthocyanin biosynthesis
MTBLC32023	CHEBI:32023	plaunotol	Diterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC32047	CHEBI:32047	premithramycin A2'	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32049	CHEBI:32049	premithramycin A3'	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32072	CHEBI:32072	Pseudoecgonine	Tropane, piperidine and pyridine alkaloid biosynthesis
MTBLC32079	CHEBI:32079	pyrrolnitrin	Biosynthesis of antibiotics
MTBLC32080	CHEBI:32080	quercetin 3-O-(6-O-malonyl-beta-D-glucoside)	Flavone and flavonol biosynthesis
MTBLC32081	CHEBI:32081	quercetin 3-O-[beta-D-xylosyl-(1->2)-beta-D-glucoside]	Flavone and flavonol biosynthesis
MTBLC32082	CHEBI:32082	quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside	Flavone and flavonol biosynthesis
MTBLC32083	CHEBI:32083	quercetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucosyl-(1->2)-beta-D-glucoside	Flavone and flavonol biosynthesis
MTBLC32086	CHEBI:32086	Rabelomycin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32096	CHEBI:32096	rhodomycin D	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32155	CHEBI:32155	stigmatellin A	Type I polyketide structures
MTBLC32197	CHEBI:32197	tetracenomycin A2	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32198	CHEBI:32198	tetracenomycin B1	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32199	CHEBI:32199	tetracenomycin B2	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32200	CHEBI:32200	tetracenomycin B3	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32201	CHEBI:32201	tetracenomycin D1	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32202	CHEBI:32202	tetracenomycin D3	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32204	CHEBI:32204	tetracenomycin E	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32205	CHEBI:32205	tetracenomycin F1	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32207	CHEBI:32207	tetracenomycin F2	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC32209	CHEBI:32209	tetracenomycin X	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC7599	CHEBI:7599	Nivalenol	Sesquiterpenoid and triterpenoid biosynthesis
MTBLC76103	CHEBI:76103	laudanine	Isoquinoline alkaloid biosynthesis
MTBLC76151	CHEBI:76151	(8Z,11Z,14Z)-heptadecatrienal	alpha-Linolenic acid metabolism
MTBLC7621	CHEBI:7621	norajmaline	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC76234	CHEBI:76234	(R)-2-hydroxy-alpha-linolenic acid	alpha-Linolenic acid metabolism
MTBLC76235	CHEBI:76235	(8Z,11Z,14Z)-heptadecatrienoic acid	alpha-Linolenic acid metabolism
MTBLC76236	CHEBI:76236	(R)-2-hydroperoxy-alpha-linolenic acid	alpha-Linolenic acid metabolism
MTBLC76318	CHEBI:76318	22-oxodocosanoic acid	Cutin, suberine and wax biosynthesis
MTBLC76319	CHEBI:76319	docosanedioic acid	Cutin, suberine and wax biosynthesis
MTBLC76322	CHEBI:76322	22-hydroxydocosanoic acid	Cutin, suberine and wax biosynthesis
MTBLC7633	CHEBI:7633	Normorphine	Drug metabolism - cytochrome P450
MTBLC76450	CHEBI:76450	(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA	Biosynthesis of unsaturated fatty acids; Fatty acid metabolism
MTBLC76534	CHEBI:76534	(11Z,14Z)-icosadienoyl-CoA	Biosynthesis of unsaturated fatty acids; Fatty acid metabolism
MTBLC766	CHEBI:766	16-Glucuronide-estriol	Steroid hormone biosynthesis
MTBLC769	CHEBI:769	16-methoxytabersonine	Indole alkaloid biosynthesis
MTBLC77010	CHEBI:77010	1beta-methylseleno-N-acetyl-D-galactosamine	Selenocompound metabolism
MTBLC77011	CHEBI:77011	5-O-mycaminosyltylonolide	Biosynthesis of 12-, 14- and 16-membered macrolides; Biosynthesis of antibiotics
MTBLC77012	CHEBI:77012	methylseleninic acid	Selenocompound metabolism
MTBLC77058	CHEBI:77058	trimethylselenonium	Selenocompound metabolism
MTBLC7719	CHEBI:7719	ochratoxin A	Bile secretion
MTBLC72663	CHEBI:72663	9,10-DiHOME	Linoleic acid metabolism
MTBLC72665	CHEBI:72665	12,13-DiHOME	Linoleic acid metabolism
MTBLC72765	CHEBI:72765	verruculogen	Biosynthesis of antibiotics
MTBLC72842	CHEBI:72842	9-oxo-10E,12Z-ODE	Linoleic acid metabolism
MTBLC73078	CHEBI:73078	3''-deamino-3''-hydroxykanamycin C	Biosynthesis of antibiotics
MTBLC73083	CHEBI:73083	(7,8-dihydropterin-6-yl)methyl diphosphate	Folate biosynthesis; Metabolic pathways
MTBLC73346	CHEBI:73346	trans-coumaryl acetate	Phenylpropanoid biosynthesis
MTBLC60959	CHEBI:60959	colnelenic acid	alpha-Linolenic acid metabolism; Biosynthesis of secondary metabolites
MTBLC6099	CHEBI:6099	kaempferide	Flavone and flavonol biosynthesis
MTBLC61289	CHEBI:61289	(S)-3-sulfonatolactate(2-)	Cysteine and methionine metabolism
MTBLC61437	CHEBI:61437	fructoselysine 6-phosphate	Phosphotransferase system (PTS)
MTBLC615	CHEBI:615	1-carbapenem-3-carboxylic acid	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC6151	CHEBI:6151	(3R,5S)-1-pyrroline-3-hydroxy-5-carboxylic acid	Arginine and proline metabolism; Metabolic pathways
MTBLC61521	CHEBI:61521	gamma-glutamyl-gamma-aminobutyraldehyde	Arginine and proline metabolism; Metabolic pathways
MTBLC61683	CHEBI:61683	ubiquinone-8	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC62207	CHEBI:62207	3-methyl-9H-xanthine	Caffeine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments
MTBLC62208	CHEBI:62208	3-methyl-7H-xanthine	Caffeine metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Microbial metabolism in diverse environments
MTBLC62213	CHEBI:62213	D-4-hydroxy-2-oxoglutarate(2-)	Arginine and proline metabolism; Metabolic pathways
MTBLC62480	CHEBI:62480	spheroiden-2-one	Carotenoid biosynthesis; Metabolic pathways
MTBLC62481	CHEBI:62481	(3E)-3,4-didehydrorhodopin	Carotenoid biosynthesis; Metabolic pathways
MTBLC3900	CHEBI:3900	costunolide	Sesquiterpenoid and triterpenoid biosynthesis
MTBLC3907	CHEBI:3907	coumermycin A1	Novobiocin biosynthesis; Biosynthesis of antibiotics
MTBLC3908	CHEBI:3908	coumestrol	Isoflavonoid biosynthesis; Biosynthesis of phenylpropanoids; Biosynthesis of secondary metabolites
MTBLC39153	CHEBI:39153	5-oxopentanoic acid	Lysine degradation
MTBLC39251	CHEBI:39251	anteisopentadecanoic acid	Two-component system
MTBLC3978	CHEBI:3978	cyanin	Anthocyanin biosynthesis
MTBLC39867	CHEBI:39867	valproic acid	Drug metabolism - cytochrome P450; Bile secretion
MTBLC39876	CHEBI:39876	3-fluorocatechol	Fluorobenzoate degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC39949	CHEBI:39949	triphosphoric acid	Oxidative phosphorylation
MTBLC40	CHEBI:40	(+)-pinoresinol	Biosynthesis of phenylpropanoids
MTBLC40009	CHEBI:40009	D-cycloserine	Biosynthesis of antibiotics
MTBLC40101	CHEBI:40101	5-fluorouridine 5'-monophosphate	Drug metabolism - other enzymes
MTBLC40407	CHEBI:40407	2-octaprenylphenol	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC4055	CHEBI:4055	cytisine	Tropane, piperidine and pyridine alkaloid biosynthesis; Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid; Biosynthesis of secondary metabolites
MTBLC40646	CHEBI:40646	autoinducer-2	ABC transporters; Two-component system; Vibrio cholerae pathogenic cycle
MTBLC40813	CHEBI:40813	4-methoxybenzoic acid	Benzoate degradation; Degradation of aromatic compounds
MTBLC4083	CHEBI:4083	D-4-hydroxy-2-oxoglutaric acid	Arginine and proline metabolism; Metabolic pathways
MTBLC4093	CHEBI:4093	D-allopyranose	Fructose and mannose metabolism; Microbial metabolism in diverse environments; ABC transporters
MTBLC4110	CHEBI:4110	cathinone	Phenylalanine metabolism; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways
MTBLC4188	CHEBI:4188	D-glycero-D-manno-heptose 1,7-bisphosphate	Lipopolysaccharide biosynthesis; Metabolic pathways
MTBLC41941	CHEBI:41941	(3,4-dihydroxyphenyl)acetic acid	Tyrosine metabolism; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds; Dopaminergic synapse; Cocaine addiction; Amphetamine addiction; Alcoholism
MTBLC41977	CHEBI:41977	daunorubicin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC42082	CHEBI:42082	(4R,5S,6S,7R)-4,7-dibenzyl-5,6-dihydroxy-1,3-bis[4-(hydroxymethyl)benzyl]-1,3-diazepan-2-one	HIV protease inhibitors
MTBLC42111	CHEBI:42111	(R)-lactic acid	Pyruvate metabolism; Microbial metabolism in diverse environments; Vancomycin resistance
MTBLC42202	CHEBI:42202	daidzein 7-O-beta-D-glucoside	Isoflavonoid biosynthesis
MTBLC42255	CHEBI:42255	(-)-epigallocatechin	Flavonoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC42768	CHEBI:42768	geneticin	Biosynthesis of antibiotics
MTBLC42905	CHEBI:42905	alpha-L-galactose	Ascorbate and aldarate metabolism; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC42944	CHEBI:42944	galanthamine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC43103	CHEBI:43103	L-homophenylalanine	Phenylalanine, tyrosine and tryptophan biosynthesis; Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC43445	CHEBI:43445	(+)-aristolochene	Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC4393	CHEBI:4393	(-)-demecolcine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC44247	CHEBI:44247	(15Z)-tetracosenoic acid	Biosynthesis of unsaturated fatty acids
MTBLC4433	CHEBI:4433	Deoxytubulosine	Isoquinoline alkaloid biosynthesis
MTBLC44337	CHEBI:44337	N-acetyl-L-glutamate(2-)	Arginine biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Biosynthesis of antibiotics; 2-Oxocarboxylic acid metabolism; Biosynthesis of amino acids
MTBLC44343	CHEBI:44343	(1R,2S)-1,2-dihydronaphthalene-1,2-diol	Naphthalene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC44369	CHEBI:44369	duvoglustat	Biosynthesis of antibiotics
MTBLC444	CHEBI:444	(S)-cis-N-methylstylopine	Isoquinoline alkaloid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC44504	CHEBI:44504	nogalamycin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC4484	CHEBI:4484	Dialdehyde 11678	Indole alkaloid biosynthesis
MTBLC44841	CHEBI:44841	2-amino-6-(hydroxymethyl)-7,8-dihydropteridin-4-one	Folate biosynthesis; Metabolic pathways
MTBLC45075	CHEBI:45075	7-cyano-7-deazaguanine	Folate biosynthesis; Metabolic pathways
MTBLC4512	CHEBI:4512	Dictamnine	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC45257	CHEBI:45257	ribostamycin	Butirosin and neomycin biosynthesis; Biosynthesis of antibiotics
MTBLC45707	CHEBI:45707	3,4-dihydrospheroidene	Carotenoid biosynthesis; Metabolic pathways
MTBLC45713	CHEBI:45713	trans-resveratrol	Stilbenoid, diarylheptanoid and gingerol biosynthesis; Biosynthesis of phenylpropanoids; Biosynthesis of secondary metabolites; Longevity regulating pathway - mammal; Longevity regulating pathway - worm
MTBLC4572	CHEBI:4572	Dihydromethylsterigmatocystin	Aflatoxin biosynthesis
MTBLC45757	CHEBI:45757	(5S)-5-(carboxymethyl)-L-proline	Carbapenem biosynthesis; Biosynthesis of antibiotics
MTBLC4610	CHEBI:4610	dimethylselenide	Selenocompound metabolism
MTBLC46229	CHEBI:46229	UDP-alpha-D-glucose	Pentose and glucuronate interconversions; Galactose metabolism; Ascorbate and aldarate metabolism; Pyrimidine metabolism; Starch and sucrose metabolism; Amino sugar and nucleotide sugar metabolism; Glycerolipid metabolism; Zeatin biosynthesis; Biosynthesis of ansamycins; Biosynthesis of plant secondary metabolites; Metabolic pathways; Biosynthesis of antibiotics
MTBLC4629	CHEBI:4629	diosgenin	Biosynthesis of plant secondary metabolites
MTBLC46745	CHEBI:46745	2,3-dihydroxy-DDT	DDT degradation; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC46762	CHEBI:46762	(E,E,E)-geranylgeraniol	Diterpenoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC46905	CHEBI:46905	(R)-pantothenic acid	beta-Alanine metabolism; Pantothenate and CoA biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites; Vitamin digestion and absorption
MTBLC46971	CHEBI:46971	premnaspirodiene	Sesquiterpenoid and triterpenoid biosynthesis; Biosynthesis of terpenoids and steroids; Biosynthesis of secondary metabolites
MTBLC47025	CHEBI:47025	UDP-4-amino-4-deoxy-beta-L-arabinopyranose	Amino sugar and nucleotide sugar metabolism
MTBLC47027	CHEBI:47027	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose	Amino sugar and nucleotide sugar metabolism
MTBLC47028	CHEBI:47028	UDP-beta-L-threo-pentopyranos-4-ulose	Amino sugar and nucleotide sugar metabolism
MTBLC472805	CHEBI:472805	ouabain	Bile secretion
MTBLC473992	CHEBI:473992	nystatin A1	Type I polyketide structures
MTBLC474053	CHEBI:474053	cefazolin	Bile secretion
MTBLC4743	CHEBI:4743	ecgonine	Tropane, piperidine and pyridine alkaloid biosynthesis
MTBLC4746	CHEBI:4746	echinenone	Carotenoid biosynthesis
MTBLC4752	CHEBI:4752	Echitovenine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC47799	CHEBI:47799	calcitetrol	Steroid biosynthesis; Metabolic pathways
MTBLC4781	CHEBI:4781	emetine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC47968	CHEBI:47968	N-acetylmuramic acid 6-phosphate	Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Phosphotransferase system (PTS)
MTBLC47977	CHEBI:47977	2-amino-2-deoxy-D-glucopyranose	Amino sugar and nucleotide sugar metabolism; Metabolic pathways; Phosphotransferase system (PTS)
MTBLC47980	CHEBI:47980	threo-3-methyl-L-aspartic acid	Glyoxylate and dicarboxylate metabolism; C5-Branched dibasic acid metabolism; Metabolic pathways; Carbon metabolism
MTBLC48005	CHEBI:48005	gamma-L-glutamylputrescine	Arginine and proline metabolism; Metabolic pathways
MTBLC48026	CHEBI:48026	(2S)-dihydrotricetin	Flavonoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC48031	CHEBI:48031	4-methylene-L-glutamic acid	C5-Branched dibasic acid metabolism
MTBLC4806	CHEBI:4806	(-)-epigallocatechin 3-gallate	AMPK signaling pathway
MTBLC48209	CHEBI:48209	aflatoxin B2	Aflatoxin biosynthesis
MTBLC52402	CHEBI:52402	2,5-diamino-6-(5-phosphono)ribitylamino-4(3H)-pyrimidinone	Riboflavin metabolism; Metabolic pathways
MTBLC5262	CHEBI:5262	galangin	Flavonoid biosynthesis
MTBLC52668	CHEBI:52668	1,4-dihydroxy-2-naphthoyl-CoA	Ubiquinone and other terpenoid-quinone biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC52971	CHEBI:52971	ubiquinone-6	Ubiquinone and other terpenoid-quinone biosynthesis; Biosynthesis of secondary metabolites
MTBLC52972	CHEBI:52972	ergosta-5,7,24(28)-trien-3beta-ol	Steroid biosynthesis; Metabolic pathways; Biosynthesis of secondary metabolites
MTBLC53013	CHEBI:53013	3'-CMP	Pyrimidine metabolism
MTBLC5337	CHEBI:5337	(1E,4E)-germacrene B	Sesquiterpenoid and triterpenoid biosynthesis
MTBLC53647	CHEBI:53647	dehydroglycine	Thiamine metabolism; Metabolic pathways
MTBLC53800	CHEBI:53800	4-hydroxy-2-oxohexanoate	Xylene degradation; Metabolic pathways; Microbial metabolism in diverse environments; Degradation of aromatic compounds
MTBLC5402	CHEBI:5402	glucocochlearin(1-)	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC5413	CHEBI:5413	gluconasturtiin(1-)	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC5414	CHEBI:5414	glucoputranjivin(1-)	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC541975	CHEBI:541975	epiandrosterone	Steroid degradation; Microbial metabolism in diverse environments
MTBLC55328	CHEBI:55328	juniperic acid	Cutin, suberine and wax biosynthesis; Metabolic pathways
MTBLC5533	CHEBI:5533	granaticin	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC553473	CHEBI:553473	ceftizoxime	Bile secretion
MTBLC5568	CHEBI:5568	guattegaumerine	Isoquinoline alkaloid biosynthesis
MTBLC5623	CHEBI:5623	harman	Biosynthesis of alkaloids derived from shikimate pathway
MTBLC79176	CHEBI:79176	aclacinomycin S	Biosynthesis of type II polyketide products; Biosynthesis of antibiotics
MTBLC79312	CHEBI:79312	18-hydroxyoleic acid	Cutin, suberine and wax biosynthesis
MTBLC79329	CHEBI:79329	glucocochlearin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC79331	CHEBI:79331	glucoputranjivin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC79338	CHEBI:79338	isobutylglucosinolic acid	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC7934	CHEBI:7934	paromomycin	Biosynthesis of antibiotics
MTBLC79347	CHEBI:79347	gluconasturtiin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC797	CHEBI:797	19-Hydroxytabersonine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC798	CHEBI:798	19-hydroxytestosterone	Steroid hormone biosynthesis; Metabolic pathways
MTBLC799	CHEBI:799	3,17-dioxoandrost-4-en-19-al	Steroid hormone biosynthesis; Metabolic pathways
MTBLC801	CHEBI:801	19-epi-Ajmalicine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC802	CHEBI:802	19-epi-Cathenamine	Indole alkaloid biosynthesis; Biosynthesis of secondary metabolites
MTBLC80214	CHEBI:80214	3'-hydroxyechinenone	Carotenoid biosynthesis
MTBLC80266	CHEBI:80266	nociceptin	Opioid receptor agonists/antagonists
MTBLC80369	CHEBI:80369	7-hydroxy-2',4',5'-trimethoxyisoflavone	Isoflavonoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC80371	CHEBI:80371	malonyldaidzin	Isoflavonoid biosynthesis
MTBLC80372	CHEBI:80372	malonylgenistin	Isoflavonoid biosynthesis
MTBLC80373	CHEBI:80373	glycitin	Isoflavonoid biosynthesis
MTBLC80374	CHEBI:80374	malonylglycitin	Isoflavonoid biosynthesis
MTBLC80389	CHEBI:80389	formononetin 7-O-glucoside-6''-O-malonate	Isoflavonoid biosynthesis
MTBLC80392	CHEBI:80392	(-)-vestitol	Isoflavonoid biosynthesis
MTBLC80393	CHEBI:80393	2',7-dihydroxy-4',5'-methylenedioxyisoflavone	Isoflavonoid biosynthesis; Biosynthesis of secondary metabolites
MTBLC80409	CHEBI:80409	3-Chloro-2-hydroxymuconic semialdehyde	Chlorocyclohexane and chlorobenzene degradation; Microbial metabolism in diverse environments
MTBLC80443	CHEBI:80443	Etherolenic acid	alpha-Linolenic acid metabolism
MTBLC80445	CHEBI:80445	9,10-EOT	alpha-Linolenic acid metabolism; Biosynthesis of secondary metabolites
MTBLC80462	CHEBI:80462	Volicitin	alpha-Linolenic acid metabolism
MTBLC80475	CHEBI:80475	pelargonidin 3-(6-p-coumaroyl)glucoside	Anthocyanin biosynthesis
MTBLC80484	CHEBI:80484	pinocembrin chalcone	Flavonoid biosynthesis
MTBLC80485	CHEBI:80485	homoeriodictyol chalcone	Flavonoid biosynthesis
MTBLC80486	CHEBI:80486	phlorizin chalcone	Flavonoid biosynthesis
MTBLC80489	CHEBI:80489	desmethylxanthohumol	Flavonoid biosynthesis
MTBLC80491	CHEBI:80491	pinostrobin	Flavonoid biosynthesis
MTBLC80516	CHEBI:80516	3-Fluoro-cis,cis-muconate	Fluorobenzoate degradation; Metabolic pathways; Microbial metabolism in diverse environments
MTBLC80528	CHEBI:80528	kaempferol 3-O-beta-D-glucosylgalactoside	Flavone and flavonol biosynthesis
MTBLC80529	CHEBI:80529	isohemiphloin	Flavonoid biosynthesis
MTBLC80535	CHEBI:80535	methyl farnesoate	Insect hormone biosynthesis
MTBLC80536	CHEBI:80536	juvenile hormone III acid	Insect hormone biosynthesis
MTBLC80546	CHEBI:80546	S-(Indolylmethylthiohydroximoyl)-L-cysteine	Tryptophan metabolism; Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC80579	CHEBI:80579	Norcodeine	Drug metabolism - cytochrome P450
MTBLC80580	CHEBI:80580	Codeine-6-glucuronide	Drug metabolism - cytochrome P450
MTBLC80581	CHEBI:80581	Morphine-6-glucuronide	Drug metabolism - cytochrome P450; Bile secretion
MTBLC80588	CHEBI:80588	7-Oxoheptanoic acid	Methane metabolism; Microbial metabolism in diverse environments
MTBLC80591	CHEBI:80591	7-Mercaptoheptanoic acid	Methane metabolism; Microbial metabolism in diverse environments
MTBLC80592	CHEBI:80592	7-Mercaptoheptanoylthreonine	Methane metabolism; Microbial metabolism in diverse environments
MTBLC80624	CHEBI:80624	5,6-Dihydro-5-fluorouracil	Drug metabolism - other enzymes
MTBLC80631	CHEBI:80631	Morphine-3-glucuronide	Drug metabolism - cytochrome P450; Bile secretion
MTBLC80634	CHEBI:80634	2-n-Propyl-4-pentenoic acid	Drug metabolism - cytochrome P450
MTBLC80635	CHEBI:80635	4-Hydroxyvalproic acid	Drug metabolism - cytochrome P450
MTBLC80637	CHEBI:80637	3-Hydroxyvalproic acid	Drug metabolism - cytochrome P450
MTBLC80639	CHEBI:80639	2-n-Propyl-2-pentenoic acid	Drug metabolism - cytochrome P450
MTBLC80640	CHEBI:80640	2-n-Propyl-3-pentenoic acid	Drug metabolism - cytochrome P450
MTBLC80642	CHEBI:80642	2-Propyl-2,4-pentadienoic acid	Drug metabolism - cytochrome P450
MTBLC80656	CHEBI:80656	all-trans-4-oxoretinoic acid	Retinol metabolism; Metabolic pathways
MTBLC80662	CHEBI:80662	mannopine	ABC transporters
MTBLC80666	CHEBI:80666	Norbelladine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80667	CHEBI:80667	4'-O-Methylnorbelladine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80672	CHEBI:80672	(S)-Autumnaline	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80673	CHEBI:80673	Isoandrocymbine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80674	CHEBI:80674	O-Methylandrocymbine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80675	CHEBI:80675	N-Formyldemecolcine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80676	CHEBI:80676	Deacetylcolchicine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway; Biosynthesis of secondary metabolites
MTBLC80677	CHEBI:80677	Floramultine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway
MTBLC80678	CHEBI:80678	Kreysigine	Isoquinoline alkaloid biosynthesis; Biosynthesis of alkaloids derived from shikimate pathway
MTBLC80766	CHEBI:80766	SQ 26180	Monobactam biosynthesis; Biosynthesis of antibiotics
MTBLC80790	CHEBI:80790	afzelin	Flavone and flavonol biosynthesis
MTBLC80979	CHEBI:80979	S-(Phenylacetothiohydroximoyl)-L-cysteine	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC80980	CHEBI:80980	S-(Hydroxyphenylacetothiohydroximoyl)-L-cysteine	Glucosinolate biosynthesis; 2-Oxocarboxylic acid metabolism
MTBLC80983	CHEBI:80983	S-(4-Methylthiobutylthiohydroximoyl)-L-cysteine	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC80987	CHEBI:80987	Glucolesquerellin	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC80988	CHEBI:80988	7-Methylthioheptyl glucosinolate	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC80989	CHEBI:80989	8-Methylthiooctyl glucosinolate	Glucosinolate biosynthesis; Biosynthesis of secondary metabolites; 2-Oxocarboxylic acid metabolism
MTBLC81014	CHEBI:81014	3beta-hydroxycholest-5-en-26-oic acid	Primary bile acid biosynthesis
MTBLC81021	CHEBI:81021	Nocardicin C	Monobactam biosynthesis; Biosynthesis of antibiotics
MTBLC81022	CHEBI:81022	Isonocardicin C	Monobactam biosynthesis; Biosynthesis of antibiotics
MTBLC81024	CHEBI:81024	Nocardicin G	Monobactam biosynthesis; Biosynthesis of antibiotics
MTBLC81025	CHEBI:81025	2-Formyloxymethylclavam	Biosynthesis of antibiotics
MTBLC81026	CHEBI:81026	2-Hydroxymethylclavam	Biosynthesis of antibiotics
MTBLC81027	CHEBI:81027	Clavam-2-carboxylate	Biosynthesis of antibiotics
MTBLC81030	CHEBI:81030	2-Hydroxyethylclavam	Biosynthesis of antibiotics
